star_id,ra,dec,parallax_mas,dist_pc,pmra,pmdec,radial_velocity,g_mag,bp_rp,v_mag,abs_g,teff_gspphot,mass_flame,age_flame,phot_origin,source_catalogue,l,b,x_pc,y_pc,z_pc,teff_color,rgb_r,rgb_g,rgb_b,rgb_hex,mass_est,U,V,W,simbad_main_id,proper_name,sp_type,star_class
Gaia DR3 6476864837613433472,316.6097992875277,-51.711044892292975,44.165279832234674,22.642220400246064,-338.9796303739729,-222.1566548589459,49.812965393066406,13.557384,,,11.782788469700108,,,,native_gaia,Gaia,346.5021816619231,-41.626947545567965,16.457255646298226,-3.950374755038609,-15.040725399410025,,128,128,128,#808080,,57.3365980840416,-32.755805647163434,-3.648453082865341,L  280-56 B,,,Unknown
Gaia DR3 3488261563231724032,183.38846804125788,-25.92503032395204,44.16281090753443,22.643486214990773,267.7853277204492,-342.6607176350067,-25.419612884521484,10.657048,2.0454922,11.434996,8.882331764903078,3472.259765625,,,native_gaia,Gaia,292.3688703252817,36.16846592632635,6.956688769273454,-16.904254640196,13.363312628063218,3709.6158655678355,255,205,150,#FFCD96,0.5022642352774318,31.4538348905458,15.378895961319039,-39.9926601535283,CD-25  9106,,M1Vk:,Main sequence
Gaia DR3 3463299110228918272,177.10804723405565,-38.15751495320516,44.150542627636334,22.649778246984514,9.26827830543111,49.801338400858846,21.067453384399414,14.608271,3.5373344,16.651512,12.832950873128567,,,,native_gaia,Gaia,289.5166719071422,23.067403496127678,6.961851671129307,-19.641497440996392,8.87449458967096,2952.1771494547525,255,183,106,#FFB76A,0.16668196507485733,5.347484856885815,-16.415708448230582,13.241954720079868,2MASS J11482591-3809278,,M5.0,Main sequence
Gaia DR3 6856237271645944320,309.69139265627626,-21.112484668528698,44.149388469000286,22.650370360218126,-207.2728894779951,60.511406797755164,,14.28217,3.3313398,16.127262,12.50679375755076,,,,native_gaia,Gaia,24.151966373488904,-32.61546611301464,17.408492375725718,7.806151259481279,-12.208508228831489,3054.412502712674,255,187,113,#FFBB71,0.1797282496979696,,,,LP  871-38,,M4.5Ve,Main sequence
Gaia DR3 1328866562170960384,243.66672417598053,33.857177734562256,44.13402082423081,22.65825731089908,-290.85992490732986,-78.52360571530251,-14.866900444030762,6.4382195,0.7817273,6.579068,4.662087025231584,5750.39794921875,0.9848583936691284,5.914046764373779,native_gaia,Gaia,54.66459488954617,46.14391878871851,9.079562345971016,12.806738194182357,16.338470821903982,5898.647797324441,255,243,238,#FFF3EE,1.0010144839446689,-9.343904633280937,-32.79097755672641,10.277949235707494,* sig CrB B,,G1V,Main sequence
Gaia DR3 1762216079299019008,311.8540454894691,14.36407235211207,44.12484917072604,22.662966985583147,210.47107309874346,-105.98877526417266,,17.41779,4.883192,20.855927,15.641205628609232,,,,native_gaia,Gaia,60.10216071140391,-17.74572954522189,10.758967503623719,18.712050861599508,-6.9075207852393445,2600.0,255,170,81,#FFAA51,0.09358794371390769,,,,2MASS J20472471+1421526,,M8.9V,Main sequence
Gaia DR3 1351764475935262720,254.76721631404794,38.3829711642859,44.12382472396451,22.663493163974984,63.76408563951032,-30.960987825274703,5.718455791473389,14.307425,3.2833414,16.107208,12.530790299001808,3010.41259765625,,,native_gaia,Gaia,61.993476448684504,37.70830409678466,8.419371343146542,15.830186106026101,13.861937686641134,3071.478610568576,255,187,113,#FFBB71,0.17876838803992767,6.365693553315535,6.731544962399526,-2.204350096653649,UPM J1659+3822,,M3,Main sequence
Gaia DR3 163152549013270400,63.72417623682426,27.75722874591913,44.11720513136363,22.666893721449362,231.5289065886094,-120.19568030474136,36.44740676879883,11.572173,2.581873,12.754224,9.795213076861675,,,,native_gaia,Gaia,168.66023813932378,-16.54199941660332,-21.304561250371062,4.272448718647819,-6.453675143295711,3417.2508239746094,255,197,134,#FFC586,0.4234308230824493,-41.979380918969376,-18.67233788529034,-1.7933672558878166,G   8-17,,M3.5Ve,Main sequence
Gaia DR3 4610267648427698816,271.9355112378078,39.07288752305053,44.10871283656803,22.67125780126952,54.53577618013374,-283.0509637229036,-20.806316375732422,8.514702,1.4334955,8.922361,6.73732376600865,4354.2001953125,,,native_gaia,Gaia,65.87125762571682,24.730296827295877,8.41777373431265,18.792870831079934,9.484462113155658,4442.348777770996,255,221,186,#FFDDBA,0.6762676233991349,19.90910807851964,-23.23746568655459,-21.360941295328743,BD+39  3325,,K5V,Main sequence
Gaia DR3 5475243898288297088,158.8338356297548,-20.977361242526705,44.10576832689306,22.67277133885138,-141.1845986415874,-11.65627074783562,,15.398092,3.924386,17.827806,13.620569229562669,,,,native_gaia,Gaia,265.04556464334695,31.70066821938988,-1.6659609138135567,-19.218033045032424,11.914123563969271,2770.245590209961,255,176,92,#FFB05C,0.13638292311311995,,,,2MASS J10352029-2058382,,M5.5,Main sequence
Gaia DR3 545367014444503296,38.445343724000615,71.15848556839201,44.10135009013201,22.675042781145088,104.3893508412084,-160.95027200764417,,13.809395,3.1490526,15.48429,12.03165426083067,3052.177978515625,,,native_gaia,Gaia,131.07171455417088,9.922277695419883,-14.674742628769637,16.83874705197522,3.9071846162840798,3119.225735134549,255,188,116,#FFBC74,0.21278420174185306,,,,LP   30-184,,dM5.0,Main sequence
Gaia DR3 1469230212276302080,203.51211210511525,33.22983649676013,44.092080763654366,22.67980967739477,-259.30646192499154,324.98617043151245,1.6932357549667358,8.837608,1.3538914,9.205179,7.059411308609299,,,,native_gaia,Gaia,69.05834767324092,78.9633732410115,1.5518128340160942,4.054948388317938,22.260346751547022,4598.372909545898,255,224,192,#FFE0C0,0.6440588691390701,-43.37881528683045,10.544831113213734,2.8283171741759388,HD 118096,,K4V,Main sequence
Gaia DR3 2589304876450784128,24.736814593222338,15.461345494757044,44.08941717250549,22.681179841579034,-34.91989775088651,-96.69233997338328,,14.8484955,0.38471794,14.901155,13.070167272558656,,,,native_gaia,Gaia,139.48681506258143,-45.87769278608653,-12.004802463407028,10.257848562155974,-16.28180517315271,7576.410293579102,233,236,255,#E9ECFF,,,,,PG 0136+152,,DA6.2,White dwarf
Gaia DR3 5781043783061254272,248.30197206719302,-75.89330133797182,44.08843311718714,22.68168608628023,-138.3446433344875,-812.3983617943142,,17.595493,5.0237465,,15.817116639013868,,,,native_gaia,Gaia,315.15999954354095,-18.614029602278503,15.24179651374223,-15.15690733996629,-7.23979852191408,2600.0,255,170,81,#FFAA51,0.09182883360986133,,,,2MASS J16331306-7553232,,,Main sequence
Gaia DR3 272752039871123712,69.09376950027857,52.1975219302805,44.087195358096054,22.68232288031819,-88.59022631523862,31.934315761524694,,15.422434,3.845335,17.771893,13.643996211734976,,,,native_gaia,Gaia,153.6211432159674,3.272918181736752,-20.287399095991738,10.061422862743559,1.2949822948676926,2801.865997314453,255,178,96,#FFB260,0.13568011364795074,,,,2MASS J04362265+5211506,,M7,Main sequence
Gaia DR3 4139531467491239680,257.86278605601507,-14.799464554119217,44.0851697476335,22.683365080014923,278.0833214692413,-273.5990449449616,,14.253446,0.10462856,14.28134,12.474908212103344,,,,native_gaia,Gaia,7.663036597034617,14.30759788158009,21.783502398387817,2.9309361658676316,5.605683526946712,9302.476247151693,211,221,255,#D3DDFF,,,,,LAWD 66,,DQwk,White dwarf
Gaia DR3 3953011178238339584,187.3621743933994,22.99621464323486,44.08223565807655,22.684874872420053,-172.38674624162388,-22.3832583581111,-23.799644470214844,12.794686,2.8554878,14.207008,11.016004377032829,3145.046142578125,,,native_gaia,Gaia,251.42334872296252,83.53083071885455,-0.814232003721533,-2.422706902732297,22.540431794553616,3249.4076538085938,255,193,125,#FFC17D,0.30323951852638886,-13.84516860827668,-8.872555414937548,-25.4059346626936,LP  377-100,,M4.0V,Main sequence
Gaia DR3 1715209040928674560,208.44065373413554,78.85240762983871,44.08002955320048,22.68601019863413,-252.46960264885456,116.04601937572781,0.7416306734085083,9.852651,1.9337988,10.555284,8.073860027465251,3682.6884765625,0.599449872970581,12.121206283569336,native_gaia,Gaia,119.16277964627308,37.815790074269835,-8.733076735367575,15.649864773103284,13.90935519894054,3796.7911883098323,255,208,156,#FFD09C,0.5672079984305571,-27.28020348317234,-11.969319557610495,-2.451388749807259,G 256-11,,M2V,Main sequence
Gaia DR3 5251686138951379584,156.02745435112595,-63.999733289096305,44.07921738841064,22.686428191053164,-167.8147094269131,-266.4642928210891,27.07174301147461,9.832511,2.0313778,10.600762,8.053680323984189,3483.8076171875,0.611404299736023,11.572630882263184,native_gaia,Gaia,287.62123767628486,-5.598732552338637,6.834945836533403,-21.51880124930523,-2.21330799311031,3720.6319669397867,255,205,150,#FFCD96,0.5683611243437606,7.277135861202566,-22.490954456817942,-36.345572223576255,L  142-86,,M2,Main sequence
Gaia DR3 6331354197480725120,217.1290024293123,-6.743257577434831,44.07633772070617,22.68791037804895,-100.64517047956113,-123.31600835138725,,20.11484,2.932438,21.594519,18.335867064067543,,,,native_gaia,Gaia,341.20719697825945,48.77942254067019,14.153406585472904,-4.816228849341933,17.065353761918914,3201.039036342076,255,191,122,#FFBF7A,,,,,2MASS J14283106-0644337,,L5,Brown dwarf
Gaia DR3 2515419825368053120,37.04134525956026,3.1792802398419053,44.07278518354417,22.68973916296487,38.48098269368559,-806.781891597994,-52.852760314941406,15.315433,3.9201975,17.74088,13.536285031799054,,,,native_gaia,Gaia,164.2850274800074,-51.75331808652303,-13.521021064069778,3.8044003739175305,-17.819449780038084,2771.9210052490234,255,176,92,#FFB05C,0.1389114490460284,67.92497986092263,-75.67639606454412,-0.3986120480537883,LP  590-137,,M6V,Main sequence
Gaia DR3 6403170375701631616,324.4801999517142,-63.71236831525508,44.071599737305206,22.690349475867375,-173.48002337995283,-100.81936047597313,,9.908213,2.0099878,10.661868,8.129006737128549,3499.537353515625,0.5996832251548767,12.46103572845459,native_gaia,Gaia,329.43954238480404,-42.11523419145799,14.4936146476688,-8.558004159700499,-15.216690132365327,3737.3265708365093,255,206,153,#FFCE99,0.5640567578783686,,,,NAME BPM 14175A,BPM 14175A,,Main sequence
Gaia DR3 761919883981626752,168.1334271698224,35.813407364922895,44.058307342707366,22.69719515598963,-249.19371246527064,-151.40614695357795,-3.793766736984253,6.259071,0.78511953,6.400928,4.479209914065661,5856.53955078125,1.0212225914001465,5.087433338165283,native_gaia,Gaia,184.33570367838283,67.27428692545959,-8.74328764114748,-0.6628905114956606,20.935094108768794,5887.422634471546,255,243,238,#FFF3EE,1.0244602674274792,-16.567816764658165,-24.186215664121058,-11.798268646623503,HD  97334,,G2,Main sequence
Gaia DR3 1328866562170960512,243.66878716838013,33.85822643128281,44.05746961395318,22.697626730775657,-268.2164084531518,-87.28170012108714,,5.4312882,0.80530643,5.5792336,3.6513859941743263,5625.265625,1.0568121671676636,8.947239875793457,native_gaia,Gaia,54.666334863299674,46.14231214407453,9.095214189213097,12.829640902959703,16.36641843419206,5820.62234358354,255,241,235,#FFF1EB,1.1305915392084196,,,,* sig CrB A,,F6V,Main sequence
Gaia DR3 1651268763282397312,265.49259095531403,72.15567296217928,44.0496211798809,22.701670825190597,34.06695878392607,-276.4376319981536,,5.6569943,0.6891084,5.771937,3.876705232288355,6113.6845703125,1.1340665817260742,4.077402114868164,native_gaia,Gaia,102.97609763637783,31.02765948329904,-4.368173675658614,18.95671565232975,11.701617352798262,6205.132297169079,255,246,246,#FFF6F6,1.1017044573989287,,,,* psi01 Dra B,,F8V,Main sequence
Gaia DR3 6228198531960352768,227.09635688530346,-23.861340156623545,44.043193270874305,22.704984033510087,-230.68760845138488,-226.97452017580173,-31.142053604125977,10.948017,2.2602205,11.879631,9.16741111618827,3286.08154296875,,,native_gaia,Gaia,339.06369970413976,29.237091949825793,18.50445084966894,-7.079599125327974,11.08967424854264,3545.9117889404297,255,201,142,#FFC98E,0.47814213632253105,-35.02853804851887,-23.38002074560948,-20.23658572731093,LP  859-11,,M2,Main sequence
HIP 103256,313.78109673656166,13.178405831546584,44.040000915527344,22.70663070678711,549.9000244140625,372.1300048828125,,8.460675,1.2292304,8.82,6.679912567138672,,,,transformed_from_johnson,Hipparcos,60.22795929348286,-19.95809581706344,10.597840211056441,18.52582890794214,-7.750517672322131,4842.708408355713,255,228,202,#FFE4CA,0.6820087432861328,,,,BD+12  4499,,K4V,Main sequence
Gaia DR3 3238938265024916608,76.5185073362322,4.337804069673669,44.036923391952385,22.70821671849008,398.2117834185872,109.97056774580227,73.3658676147461,10.660356,2.125492,11.494219,8.879440416368517,,,,native_gaia,Gaia,196.17499097297625,-21.055874443468426,-20.35312306954878,-5.903496303195651,-8.158567230088192,3647.1769007240855,255,204,148,#FFCC94,0.5025088878457409,-77.13751752154621,-35.0139406531316,13.566847210337572,G  97-18,,M0V,Main sequence
Gaia DR3 585008772310106496,134.64554973658485,7.980619820388221,44.02450460886419,22.714622433222186,105.69928305457529,-336.46467182754594,-15.245676040649414,15.19039,3.7306032,17.424515,13.408862021753237,,,,native_gaia,Gaia,220.66429774462821,31.8412902419174,-14.637071603404875,-12.574007784477836,11.983510979530578,2847.7587127685547,255,180,99,#FFB463,0.14364551912987056,31.681918746565547,-22.143293855018417,-13.43506184104375,LP  546-24,,M7,Main sequence
Gaia DR3 1571411233756646656,190.4364785040678,55.72465035067809,44.00997590241332,22.72212105313069,122.77086100467183,-5.062968737084211,-9.888948440551758,7.9854608,1.1556997,8.261996,6.203216412038294,4817.9921875,0.7601487636566162,12.256186485290527,native_gaia,Gaia,125.77830015481358,61.350005734399815,-6.369356025294872,8.83838349588009,19.94013706462218,4976.518648320978,255,231,208,#FFE7D0,0.7445175381942558,14.244107361982946,2.710115238955234,-7.919962124207145,HD 110463,,K3Ve,Main sequence
Gaia DR3 854386612853967744,160.53092310624837,57.525487789985334,44.008419532371235,22.722924627284804,-5.956031879920811,12.649006621644752,,20.604351,4.2260303,23.345425,18.82202990416019,,,,native_gaia,Gaia,150.76035409946292,52.04258936097861,-12.195513410301237,6.826920869875038,17.91630284720856,2668.4924125671387,255,172,85,#FFAC55,,,,,,,,Main sequence
Gaia DR3 5217401618349014400,135.40865912016915,-72.67029915331453,44.00664811164817,22.723839304073444,-245.69871097231993,229.1614046686333,-11.467879295349121,11.411094,2.3707123,12.4261055,9.62868516475038,3238.58447265625,,,native_gaia,Gaia,287.7087461305149,-17.016964615438752,6.609478220313247,-20.699322617518103,-6.650241615795733,3501.715087890625,255,200,140,#FFC88C,0.43841833517246587,-37.90453402422902,1.0847072864586862,-1.862737115715873,L   63-46,,,Main sequence
Gaia DR3 2814379579582643328,352.72298887183393,15.794115252408293,44.00019531083465,22.727171844024955,-164.9562085367301,-109.57875351060453,-3.836113691329956,10.742453,2.0834808,11.54675,8.959725642780612,3388.290771484375,,,native_gaia,Gaia,96.0756518344655,-42.83821916406626,-1.7638806134978435,16.571691770222678,-15.45289930989978,3679.9661775914633,255,205,150,#FFCD96,0.49571552253394824,21.49589275135049,-2.7973535117527817,0.1883754209900741,LP  462-52,,M1V,Main sequence
HIP 54677,167.89122217325604,-14.994044678327272,44.0,22.727272033691406,698.280029296875,-597.8599853515625,,8.612717,1.5733832,9.06,6.829978942871094,,,,transformed_from_johnson,Hipparcos,270.00181493090446,41.404451092152264,0.0005399836388125631,-17.04681066559121,15.031139009846024,4239.161706337562,255,218,177,#FFDAB1,0.6670021057128905,,,,HD  97233,,K5Vk:,Main sequence
Gaia DR3 4352067894065551744,246.5052125067214,-6.658946982517503,43.97945831385203,22.73788805818543,-80.0049581020318,-383.5669471679108,,17.144075,4.9869976,20.693474,15.360324773376135,,,,native_gaia,Gaia,8.01082956702668,28.10762948338473,19.86056140244974,2.7950480009458056,10.71248620995631,2600.0,255,170,81,#FFAA51,0.09709512839935798,,,,SIPS J1626-0639,DENIS 1626-0639,,Main sequence
Gaia DR3 652005932802958976,125.23015440528434,14.07016920754457,43.9792318623831,22.738005136813978,-83.68007349293599,-261.7689295692829,7.218621253967285,9.220745,1.6043015,9.720966,7.436983285367944,4156.0771484375,,,native_gaia,Gaia,209.86722041619862,26.066811609717153,-17.712315351780028,-10.171553408583232,9.9915095825013,4196.351834810697,255,217,175,#FFD9AF,0.6063016714632056,-2.006718938169537,-26.795211738996073,-14.407784690657547,BD+14  1876,,M0V,Main sequence
Gaia DR3 2493069773336748928,33.556490000546106,-3.6361783301509556,43.97723592048848,22.739037119295432,-12.327325709924946,-219.2606762516379,-8.803522109985352,8.201558,1.2697806,8.528943,6.417697760026975,4582.87060546875,0.7500867247581482,10.323948860168457,native_gaia,Gaia,166.61962619069243,-59.2933731835067,-11.296323468670469,2.6870751135761357,-19.550869866526657,4763.229953765869,255,227,198,#FFE3C6,0.7123453359959537,17.504940508529113,-18.052772218926407,-2.3562639166296635,HD  13789,,K3/4V,Main sequence
Gaia DR3 2188860027203347968,314.9391995264964,55.29353080273955,43.95969839109637,22.748108758692958,271.6482781239225,418.04780697613296,,17.061504,1.311121,17.408358,15.276777884280047,,,,native_gaia,Gaia,93.90935303914058,6.069166915360459,-1.5422310883420092,22.567970797857747,2.4051339743379136,4682.202865600586,255,226,196,#FFE2C4,,,,,LSR J2059+5517,,DC11,White dwarf
Gaia DR3 2231736788793936384,351.1146505674927,73.96229415443422,43.95845169000632,22.748753915446567,253.5838954283137,32.60487995766271,-14.844127655029297,13.034944,2.881589,14.469991,11.25015551686327,3000.115966796875,,,native_gaia,Gaia,116.9230960698631,12.113908894494491,-10.071134598435464,19.831473776001822,4.773960669872927,3233.0012403215683,255,193,125,#FFC17D,0.2774828931450403,-18.00154603989862,-24.02825350282766,-8.895280873390234,LP   48-485,,dM4.5,Main sequence
Gaia DR3 4088457984145905280,284.811903326762,-17.032751904408123,43.953719905743874,22.7512029048836,-212.61056690543666,-364.14281020331845,39.52311325073242,14.208578,3.2872353,16.012026,12.423556291337675,,,,native_gaia,Gaia,18.504470267636933,-9.355380609639818,21.28797346277308,7.124703182339132,-3.6983812717214013,3070.0941297743057,255,187,113,#FFBB71,0.18535105960636272,51.93356387870856,-30.4190895272818,-2.8025837576739505,UPM J1859-1701,,,Main sequence
Gaia DR3 4045112624470837888,276.7248174477326,-33.10487195701851,43.95025938221001,22.75299427253837,345.2286900637175,84.00744961087729,13.319771766662598,12.167961,2.469656,13.260023,10.382768333118598,3179.69970703125,,,native_gaia,Gaia,0.6130259071719445,-9.751534362154814,22.42296467051684,0.23991964016567177,-3.85380880651598,3462.1376037597656,255,199,137,#FFC789,0.3705508500193262,7.8773307976419495,24.615394015039136,-31.27447938426104,PM J18268-3306,,,Main sequence
Gaia DR3 5597587141239788672,121.61321837300804,-28.65947578966043,43.94430891719503,22.75607523796349,618.2576675853937,-702.9254914124044,,17.138573,3.4742785,19.120546,15.353085887884085,,,,native_gaia,Gaia,246.69578287051002,1.8558929108738556,-8.997879131061815,-20.888609381235888,0.7369731995136116,2987.908878326416,255,185,109,#FFB96D,0.09720371168173873,,,,2MASS J08062638-2839222,,,Main sequence
Gaia DR3 370467150056983808,16.013221607924102,37.89647952671779,43.94273742927887,22.75688904473448,4.526377336106363,23.87039578904934,-28.220659255981445,11.5739,2.31884,12.549405,9.788335762601061,,,,native_gaia,Gaia,125.67550194576253,-24.908057555199896,-12.037211642157173,16.76667600984499,-9.584368025966052,3522.4639892578125,255,200,140,#FFC88C,0.4240497813659045,14.006058567429715,-20.106782891781926,14.241586455406194,UPM J0104+3753,,M3,Main sequence
Gaia DR3 4675599087458814464,66.37772890492693,-63.92905779088637,43.94085519948626,22.757863848123094,-18.348106418268017,215.01373227323705,,15.010077,3.6437464,17.157864,13.224420002146218,,,,native_gaia,Gaia,275.4828087928213,-39.951856421982264,1.6668973432247116,-17.366004585419187,-14.613818970962324,2891.877053578695,255,182,103,#FFB667,0.1510231999141513,,,,SIPS J0425-6355,,,Main sequence
Gaia DR3 3239389064789380992,75.20095723047059,4.703932515387956,43.93820849022913,22.759234715324762,128.20610755706153,-14.53771747046177,,18.689228,4.344496,21.554443,16.90343978429434,,,,native_gaia,Gaia,195.1012494803265,-21.984017484374814,-20.375574035210075,-5.498228501914209,-8.519872704662614,2638.8760566711426,255,172,85,#FFAC55,,,,,2MASS J05004808+0442143,,L0.5pec,Brown dwarf
Gaia DR3 4208730438673343488,295.588568154079,-6.340722747403358,43.93174285102682,22.762584297896275,56.12425979265893,-162.73335754914794,,13.820664,3.2254782,15.566292,12.034556570063028,3022.351806640625,,,native_gaia,Gaia,33.02451220475519,-14.197250508110512,18.502092943599273,12.026656539627366,-5.582771095350987,3092.052205403646,255,188,116,#FFBC74,0.21258104009558804,,,,UCAC4 419-131245,,,Main sequence
Gaia DR3 6403170379999185408,324.4797744494709,-63.71295776780274,43.92274705820035,22.76724628983106,-184.67013001476096,-116.88451144494061,,12.622332,,,10.83577909101172,,,,native_gaia,Gaia,329.4389420301503,-42.11480449999912,14.542741630598854,-8.587217542576358,-15.268132314200779,,128,128,128,#808080,,,,,NAME BPM 14175B,BPM 14175B,,Unknown
Gaia DR3 4967628688601251200,31.810853963857934,-37.36343132268623,43.92007894799518,22.76862938211196,416.62971388188845,122.36636021991823,,16.614735,4.7217045,19.880108,14.828050210175284,,,,native_gaia,Gaia,250.3295382525096,-71.03965415613385,-2.4901855726100592,-6.966132537334915,-21.53328719044588,2600.0,255,170,81,#FFAA51,0.10507924684737073,,,,APMPM J0207-3722,,M7e,Main sequence
Gaia DR3 2182197777015312512,312.63992950207626,52.901546310215174,43.91624395951746,22.77061765395539,286.95524715999653,438.8594346717522,-52.28527069091797,9.183121,1.6338358,9.700228,7.396246672384635,4091.59326171875,,,native_gaia,Gaia,91.19564730534762,5.57000223274085,-0.47289890224179626,22.65816845756802,2.210157713683132,4155.458133404071,255,215,173,#FFD7AD,0.6103753327615365,-55.18873077763866,-53.76777735311253,0.7297030472232297,BD+52  2815,,K7-V,Main sequence
Gaia DR3 1705877279585273472,252.76952550966436,78.15677112298965,43.91380018762685,22.771884822706827,-447.46596173837776,428.62533499010664,,15.077186,3.7499886,17.330696,13.290190738103899,,,,native_gaia,Gaia,110.77210537393265,32.53764197890974,-6.808452851714663,17.949698577512148,12.247939790881661,2840.0045776367188,255,180,99,#FFB463,0.14839237047584405,,,,LP   23-160,,dM6.5,Main sequence
Gaia DR3 3400111547084348928,87.13580930257096,21.320835541370815,43.90916710932102,22.774287599450286,332.71482103494543,-191.71989353028823,41.13831329345703,12.674765,2.7358332,13.984562,10.88754062953457,3245.46337890625,,,native_gaia,Gaia,186.86205597357423,-3.375928905056432,-22.57191006595267,-2.7163353531158294,-1.3411092000402125,3324.6191515241353,255,194,128,#FFC280,0.3173705307511973,-37.6282839370395,-40.992080918050206,17.74255314651445,G 100-38,,M3.5,Main sequence
Gaia DR3 1878388180081101440,333.97786925168054,23.34987168817075,43.906636370689704,22.775600288697124,-115.6317806745522,-199.64039740001078,,15.706848,,,13.919498982797165,,,,native_gaia,Gaia,82.59341483140514,-27.086813938496952,2.613966185286299,20.108329793659095,-10.370642323507363,,128,128,128,#808080,,,,,LP  399-193 B,,M6V,Main sequence
Gaia DR3 3526665614604204160,188.18440656511802,-15.516023000451936,43.89711005200491,22.78054292902881,-174.65892542144547,-184.7042717004233,,14.854473,3.5933304,16.952553,13.066652761946322,,,,native_gaia,Gaia,296.30511111612054,47.11496601113135,6.870097781215526,-13.897465286004916,16.691774957809322,2920.446116129557,255,182,103,#FFB667,0.1573338895221471,,,,SIPS J1232-1530,,,Main sequence
Gaia DR3 2296825055360848512,271.0374147012325,83.84113747540724,43.89522637785446,22.78152050958573,-161.63798916742053,-7.421965011203558,-16.241682052612305,11.870744,2.6805878,13.134148,10.082830217146423,,,,native_gaia,Gaia,116.0871886133468,28.223607375235385,-8.826866026406702,18.028077475378176,10.773696460468177,3359.3448311941966,255,196,131,#FFC483,0.3975452804568219,8.263516368702502,-21.038703687476207,7.631375123925746,LSPM J1804+8350,,M3.5V,Main sequence
Gaia DR3 4324968638996126976,245.3737022998155,-16.934455902113797,43.89260983713796,22.782878569090926,-39.06786937548087,-157.9459005667839,4.670761585235596,9.938865,1.9765816,10.669961,8.15082173089688,,,,native_gaia,Gaia,358.2792555245659,22.663114877306995,21.01424836869752,-0.6313035217042681,8.778517941892014,3763.3997475228657,255,206,153,#FFCE99,0.5628101868058926,6.81978115832149,-15.982715126067635,-5.35274014543841,BPM 78395,,M1V,Main sequence
Gaia DR3 5143825976706932480,36.129954553302575,-17.279411671929797,43.87609001034213,22.791456571547002,435.0217905563325,-219.27946021188265,,15.004987,3.628663,17.137869,13.216126356762665,,,,native_gaia,Gaia,193.1569390828542,-66.36665706220319,-8.896854218830935,-2.0796852454931796,-20.879927848085615,2900.424264272054,255,182,103,#FFB667,0.15135494572949343,,,,LP  770-16,,M5.5Ve,Main sequence
Gaia DR3 4557198933740208128,264.45198486411437,22.95376522107837,43.87582051407181,22.791596562377244,-162.01661281500628,-143.33272671140477,3.580113172531128,9.567993,1.757102,10.1582985,7.779119420138649,3889.978759765625,,,native_gaia,Gaia,46.72546933008873,25.887803074158125,14.055711662528504,14.928849189746312,9.951045442155172,3984.7818286602314,255,212,165,#FFD4A5,0.5840503188492201,13.867587107678872,-15.282996818045099,11.540018037998953,BD+23  3151B,,M1.5V,Main sequence
Gaia DR3 1417872268957468288,263.22107483206054,54.33877746785821,43.873305244578724,22.792903211311316,-267.1250095456911,430.1765535634183,-96.98954772949219,11.352952,2.2126045,12.249515,9.563953771971697,3355.658935546875,,,native_gaia,Gaia,82.02646290466514,33.0147824798046,2.651208788755558,18.92775827664304,12.418836313423324,3579.1867139862807,255,203,145,#FFCB91,0.4442441605225473,-58.79386033376214,-90.45669127641682,-27.591650218476836,G 226-64,,M2.0V,Main sequence
Gaia DR3 2334879397612667648,359.8059459339963,-26.04869169091047,43.87288257803194,22.793122795645086,-229.4648711591734,12.376613064046921,1.673372507095337,8.344787,1.2720642,8.673232,6.55576749284797,4580.45068359375,0.7310810089111328,11.031844139099121,native_gaia,Gaia,35.26145289153586,-78.28249679485644,3.779678322297047,2.6723455823099864,-22.318132709660585,4758.754150390625,255,227,198,#FFE3C6,0.6944232507152029,21.32592088048423,12.372129815647376,3.38407980887336,HD 224607,,K4Vk:,Main sequence
Gaia DR3 4345978351997277056,238.96590623780793,-11.905919490934217,43.868278115703426,22.79551518667956,-321.0526063300433,-99.12066265132074,20.77114486694336,11.687324,2.5515347,12.844779,9.898076510964998,,,,native_gaia,Gaia,357.97466594054436,30.643942817834745,19.599900884048026,-0.6931206697238455,11.618906217834509,3429.3861389160156,255,199,137,#FFC789,0.41417311401315016,7.222828247237879,-31.384703236374417,26.695184397683445,G 152-65,,M3.0V,Main sequence
Gaia DR3 4557198933740208768,264.4521861770464,22.954931739559374,43.86387721400459,22.797802280933027,-151.5909973100886,-146.0263099315015,2.802452802658081,9.363139,1.6786652,9.9063635,7.573674238416505,,,,native_gaia,Gaia,46.72675747449027,25.888031389253918,14.05917584586746,14.933201240129199,9.953836652130466,4093.386699969952,255,214,170,#FFD6AA,0.5957900435190568,13.653972205795325,-15.349715292346483,10.161564795061409,BD+23  3151A,,M0.5V,Main sequence
Gaia DR3 5652642883884415488,133.96254966012305,-25.211280689006088,43.86353253589607,22.797981425268066,-128.70772058359907,-320.1731474022519,,17.755854,4.963106,21.279636,15.96637167555635,,,,native_gaia,Gaia,250.32846074831818,12.810394959623329,-7.483405678356214,-20.933099752252648,5.054891817067284,2600.0,255,170,81,#FFAA51,0.09033628324443652,,,,2MASS J08555116-2512351,,M9,Main sequence
