star_id,ra,dec,parallax_mas,dist_pc,pmra,pmdec,radial_velocity,g_mag,bp_rp,v_mag,abs_g,teff_gspphot,mass_flame,age_flame,phot_origin,source_catalogue,l,b,x_pc,y_pc,z_pc,teff_color,rgb_r,rgb_g,rgb_b,rgb_hex,mass_est,U,V,W,simbad_main_id,proper_name,sp_type,star_class
Gaia DR3 2936850125355960576,95.47115618136006,-22.722144544313213,37.06510059689465,26.979557154737115,-631.8091258124423,272.02243613994386,15.97408676147461,10.075869,1.9913006,10.816869,7.920694522369871,,,,native_gaia,Gaia,230.50424774022187,-16.361321851807862,-16.46467757376412,-19.976268255167074,-7.599973898331471,3751.911740186738,255,206,153,#FFCE99,0.5759603130074359,-48.03195873826465,41.877618109101455,-62.72411096748304,CD-22  3005,,M1Vk,Main sequence
Gaia DR3 5034869184758130816,16.100460514558023,-25.60641539149431,37.062957167273346,26.981117439894994,-34.45981234943617,-318.16794679677975,5.698691368103027,9.315938,1.4710236,9.743177,7.160638334477575,,,,native_gaia,Gaia,186.0005329376779,-86.72177177028168,-1.5344524291178778,-0.16129187953323174,-26.936966031418176,4380.890455979567,255,220,184,#FFDCB8,0.6339361665522425,26.250665015924543,-31.138797648357134,-7.016938074487739,HD   6378,,K5+Vk:,Main sequence
Gaia DR3 1760606639089294848,318.6973797712928,16.079318687536126,37.062204502671456,26.981665376324813,-136.55807185274102,-258.1402712530389,-41.11716079711914,12.149231,2.7121391,13.439056,9.993887197470638,3066.909912109375,,,native_gaia,Gaia,65.78503761833588,-21.987525245460198,10.261890902978491,22.817804258762653,-10.102062679677136,3339.5125470842636,255,196,131,#FFC483,0.40555015222764257,16.70053390563638,-52.25072122217492,8.764725026395244,G 145-29,,M3.5V,Main sequence
Gaia DR3 1763278624144051840,315.1264259099132,15.387391201308725,37.06214205834985,26.98171083650862,89.67960136069598,18.765072756874005,-35.95139694213867,14.105397,3.114788,15.748885,11.9500498062534,3067.819091796875,,,native_gaia,Gaia,62.94089229024273,-19.700831494429977,11.555770681085676,22.621753974128964,-9.095775435063672,3131.40869140625,255,190,119,#FFBE77,0.218496513562262,-24.428774860959077,-28.45340819599345,4.845202756775696,UPM J2100+1523,,,Main sequence
Gaia DR3 1896396703077703936,328.12435326523473,28.793268062528412,37.059132807546476,26.983901787263804,-59.168627603862106,-61.60277745767016,19.173673629760742,5.3932233,0.6264272,5.4924417,3.2376995482171083,6346.83203125,1.3069361448287964,2.968815803527832,native_gaia,Gaia,82.05046080573636,-19.53780295381,3.5170193972856536,25.185819219425255,-9.024191956637708,6412.550080039285,255,248,252,#FFF8FC,1.2105308734883595,13.247165849237684,16.105821761315884,-7.219668190565814,*  15 Peg,,F2V,Main sequence
Gaia DR3 6166055474788409088,201.57108129540634,-36.243089599749105,37.058256799274076,26.984539651082258,210.3462766230472,-13.312719286535874,,16.30741,4.2990656,19.124912,14.151834218906437,,,,native_gaia,Gaia,310.74985778547233,26.099114838229433,15.818310318515929,-18.358144958142965,11.87118159846665,2650.2336025238037,255,172,85,#FFAC55,0.1204449734328069,,,,SIPS J1326-3614,,,Main sequence
Gaia DR3 4450372376847499648,243.988545670971,7.354926181718291,37.05650498242793,26.9858153237656,177.30938632756244,-476.1050755718388,3.802739381790161,8.90213,1.3257475,9.256003,6.746452407153143,4494.77587890625,0.7068620324134827,12.761429786682129,native_gaia,Gaia,20.524508766545733,37.756404348811785,19.981223957028853,7.480417018454255,16.5235673841171,4653.5349197387695,255,225,194,#FFE1C2,0.6753547592846857,45.919359085404714,-28.142560797793333,-36.577263879079524,HD 146413A,,K4V,Main sequence
Gaia DR3 4483986573318668928,276.6024356424934,11.34803935597313,37.05618430251896,26.98604885587271,-11.363547545984511,-275.8317845684029,-5.449346542358398,11.727616,2.5825033,12.91018,9.57191979873129,3219.468017578125,,,native_gaia,Gaia,40.32129199000064,10.650974870211646,20.22043807547446,17.1611011330503,4.987717392622735,3416.9986724853516,255,197,134,#FFC586,0.4435272181141839,18.861443516027734,-26.48489659466802,-14.823011785799867,G 141-10,,M3.5V,Main sequence
Gaia DR3 4483974792231866624,276.6017656969174,11.345859461106876,37.05524967317251,26.986729513901675,-16.001522843035467,-280.60989796778637,,16.96168,1.1526756,17.236925,14.805928177763626,,,,native_gaia,Gaia,40.31900419564179,10.650616845122224,20.221657086863125,17.160746719982182,4.987677468564984,4981.742095947266,255,231,208,#FFE7D0,,,,,LSPM J1826+1120S,,DA,White dwarf
Gaia DR3 6860245610005686528,305.0303110378067,-19.651387968821282,37.051927792625136,26.98914900182444,131.8589582756561,-122.44716797205245,-21.45066261291504,11.445497,2.1916656,12.326818,9.289550604244589,3493.955078125,,,native_gaia,Gaia,23.988552450551293,-28.01083640407565,21.769538337878924,9.687211704870903,-12.675144724353766,3595.529249237805,255,203,145,#FFCB91,0.4678072565639194,-22.982095867046144,-19.615109178978773,-8.788081340920874,LP  815-1,,,Main sequence
Gaia DR3 6434153380720177664,291.28729280466496,-66.46775114811312,37.05114703189394,26.989717730983916,-230.72334228928884,235.80621760775446,40.012290954589844,8.102739,1.1750865,8.387614,5.946747621312216,4818.955078125,,,native_gaia,Gaia,329.51490910485796,-28.04352206510285,20.52790543578783,-12.084666463873777,-12.689003037057896,4943.032412095503,255,230,206,#FFE6CE,0.7829878568031675,57.43502021750038,-1.31426273490353,9.061598579055698,HD 181433,,K3III-IV,Red giant
Gaia DR3 4380188694219651456,256.1154385767648,-0.8408927245899604,37.0438407087865,26.995041034252374,-236.253690077139,-56.46905513546816,,16.275873,0.6179342,16.373074,14.119453224383236,,,,native_gaia,Gaia,19.1979111536223,23.188940838869254,23.434192883411516,8.159691432264083,10.62968861605413,6440.654012506659,255,248,253,#FFF8FD,,,,,Gaia DR3 4380188694219651456,,DA,White dwarf
Gaia DR3 61716073000740224,51.05018183902252,21.84566172812788,37.042549904098216,26.99598171802327,-124.77934520001402,-250.79521666130492,-25.925321578979492,11.876528,2.3210945,12.853737,9.720032159452707,,,,native_gaia,Gaia,163.77583083737858,-28.658406404965067,-22.74544088990231,6.618567317726263,-12.946911380886657,3521.5621948242188,255,200,140,#FFC88C,0.4301971056492564,35.81902974814851,-18.42933056953291,-18.29130319335096,G   6-4,,,Main sequence
Gaia DR3 1380421150568828800,244.97902101147605,39.708562338574204,37.04002761019112,26.99782004819192,-127.77574629361075,-4.7512236354982775,-26.99663543701172,5.378591,0.55630493,5.461977,3.2219475693365585,6572.20166015625,1.325706958770752,2.157832384109497,native_gaia,Gaia,63.11814193654619,45.3749874152398,8.57506490085651,16.915648924149544,19.214873686172663,6718.475341796875,251,247,255,#FBF7FF,1.2141659455377172,-13.2598405511529,-27.587498942593843,-7.7276524296137845,HD 147365,,F4V,Main sequence
HIP 90355,276.54115760977083,8.775539505330913,37.040000915527344,26.997838973999023,-194.69000244140625,-458.1000061035156,,7.638957,0.8571446,7.83,5.482312202453613,,,,transformed_from_johnson,Hipparcos,37.94617967106079,9.576549533118037,20.9934957307479,16.370182399599486,4.491500247455592,5657.7803728580475,255,240,230,#FFF0E6,0.8531965899180217,,,,HD 169822,,G6V,Main sequence
Gaia DR3 6026851117990401280,254.96492244003883,-32.0904569890441,37.038698021484066,26.998789196638505,-15.571613323945051,19.371676339511794,,20.13129,1.5593433,20.606298,17.974568995923775,,,,native_gaia,Gaia,351.81663795671517,6.3449634193348174,26.560180718149013,-3.8195079457296277,2.9837522276988255,4258.601531982422,255,218,177,#FFDAB1,,,,,,,,White dwarf
Gaia DR3 3840824948839560576,140.96817673281393,0.13715364192114304,37.037947936867184,26.999335970355165,-204.54435607922403,-227.42291575977617,25.475749969482422,10.7823305,2.0611048,11.571063,8.625565097382747,3395.2880859375,,,native_gaia,Gaia,232.47379547775057,33.39108559906165,-13.73127391283845,-17.878008541418424,14.85910731382227,3697.430419921875,255,205,150,#FFCD96,0.5239906456060752,-17.575532368920484,-39.5582607573349,-17.546749935612837,G  48-10,,M1.0V,Main sequence
Gaia DR3 1512371548152280960,208.66321105777482,50.74758517514775,37.0368412511031,27.000142728700336,-270.6183024852207,23.402506918340165,,19.088888,3.91395,21.507973,16.932057868628334,,,,native_gaia,Gaia,100.21288606603075,63.50090990148884,-2.1360101202999613,11.856144965680057,24.163546815170683,2774.4200134277344,255,176,92,#FFB05C,,,,,2MASS J13543964+5044510,,L1,Brown dwarf
Gaia DR3 6359120302058008320,277.0334830240103,-83.63083457528761,37.035223001579716,27.001322496622894,188.4255092094263,-95.44353150879707,30.891630172729492,13.348908,2.7155294,14.641584,11.191983244523279,3162.808837890625,,,native_gaia,Gaia,310.0035041526273,-26.304878388351472,15.560001259934085,-18.54138435231411,-11.96556909040456,3337.3814937046595,255,196,131,#FFC483,0.28388184310243936,4.121288729802528,-17.806199307228493,-36.75847110819635,UCAC4 032-011214,,,Main sequence
Gaia DR3 5106661452896359424,51.339986557579735,-16.239691038762807,37.02791237729439,27.006653516151303,87.73320511635526,-462.73835032863155,60.76595687866211,14.415465,3.1803007,16.11917,12.258111491648016,3042.77734375,,,native_gaia,Gaia,204.00698106879412,-52.7896676626607,-14.919285999012624,-6.644672355322852,-21.50866264349138,3108.1153021918403,255,188,116,#FFBC74,0.19693219558463887,0.17085310230201708,-64.25158244149245,-56.5680654268818,LP  772-62,,M4.5,Main sequence
Gaia DR3 1896408724688348928,328.2799148262218,28.837341684805985,37.020431915862005,27.012110562965468,-60.21479253011666,-60.39297117323575,19.769853591918945,10.759187,1.8783312,11.425643,8.60139415140177,3667.486083984375,0.5278986692428589,10.796188354492188,native_gaia,Gaia,82.1896907851253,-19.59532933505975,3.4581853671268217,25.21163065673993,-9.059180462966385,3840.0829780392532,255,209,158,#FFD19E,0.5260358794967733,13.298595956117449,16.74630986615735,-7.267178544464126,StKM 1-1953,,M0,Main sequence
Gaia DR3 1416050859226670848,261.3495639244737,52.790465183478126,37.01769999327281,27.014104068640922,-90.67806333126836,-49.70173053627702,13.435332298278809,6.320388,0.7786393,6.460322,4.162434997274271,5754.28564453125,0.9847114086151123,10.284131050109863,native_gaia,Gaia,80.13840042968548,34.0902393696935,3.831606994951405,22.04132824803318,15.141349197811135,5908.866261568936,255,243,238,#FFF3EE,1.0650724362468882,7.291401370727039,3.4902018168367444,17.04451783913206,HD 158259,,G5VmF9,Main sequence
Gaia DR3 6213644846302305536,231.01010494943648,-27.305419670890252,37.01768784079552,27.014112937057764,-2.3410905839432914,-44.29128619081837,-6.562323093414307,7.3327193,0.9167886,7.516928,5.17476577015349,5352.9375,,,native_gaia,Gaia,339.9895165946386,24.375660844294845,23.12058305864726,-8.41999513871408,11.149198117727407,5474.37512254715,255,237,224,#FFEDE0,0.9087772704541885,-5.186203088420148,-2.0090828995440337,-6.662700346085622,HD 136894,,G8+V,Main sequence
Gaia DR3 4499543189677892224,267.05934742710036,13.62948712581387,37.01243216936276,27.017948872534657,-55.89267892988441,-85.60458278245538,,13.709517,3.3435469,15.566185,11.5512546477216,2961.09765625,,,native_gaia,Gaia,38.372229983816815,20.05690150286207,19.89729045181668,15.754702111298815,9.265892042279479,3050.072224934896,255,187,113,#FFBB71,0.24641217465948806,,,,PM J17482+1337,,dM5.5,Main sequence
Gaia DR3 522135261462534528,32.288730556016894,71.55094419496288,37.01171490337175,27.018472465022164,306.90955246996714,-239.24430409022557,0.583574652671814,6.4476395,0.7085624,6.567761,4.289335506292176,5998.291015625,1.0763640403747559,3.6652979850769043,native_gaia,Gaia,129.06089469038372,9.610001333675656,-16.786660744623276,20.68481044504112,4.510486918371751,6140.757234746759,255,245,245,#FFF5F5,1.0488031402189517,-38.454028039982234,-26.719711457469494,-17.083579231570344,*  54 Cas,,F8,Main sequence
HIP 28790,91.1665839150206,-45.07780152860042,37.0099983215332,27.019725799560547,-79.9800033569336,254.27999877929688,,5.8082943,0.6461158,5.93,3.6498899459838867,,,,transformed_from_johnson,Hipparcos,252.17900902975657,-26.758727062124454,-7.383679375991117,-22.968554430376493,-12.165211405266808,6347.398692044345,255,247,250,#FFF7FA,1.130783340258476,,,,HD  41742,,F5.5V,Main sequence
Gaia DR3 3483753359401247104,174.70968190790379,-28.707810845037177,37.007697755499706,27.02140529267023,-254.98606193379936,152.31218919486645,,15.943538,4.0033865,18.454052,13.784998054732661,,,,native_gaia,Gaia,284.2397537813007,31.51519331510968,5.666342917117395,-22.328014095948003,14.124754456893317,2738.6454010009766,255,176,92,#FFB05C,0.13145005835802018,,,,LP  907-10,,M6.5e,Main sequence
Gaia DR3 938637069291683968,101.98489970974374,34.246315973350896,37.006561558130386,27.022234919858388,4.074935607465082,30.378958796619067,,15.999393,3.9816284,18.487598,13.84078713696178,,,,native_gaia,Gaia,181.42700367328084,14.204079502926094,-26.187983586561334,-0.6523705237533388,6.630619008338971,2747.3486328125,255,176,92,#FFB05C,0.12977638589114662,,,,2MASS J06475637+3414462,,M7,Main sequence
Gaia DR3 240513706107195904,47.87704345285577,43.18977200463694,37.00379922918985,27.024252126283457,9.39853488832091,-229.20714686216098,-54.07301712036133,13.581903,2.9838467,15.10718,11.423135037377484,3124.357666015625,,,native_gaia,Gaia,148.3242599400028,-12.670032258990014,-22.43851617173701,13.845188603877617,-5.927389604091333,3177.965630425347,255,191,122,#FFBF7A,0.25845514588847673,40.840181993699105,-44.46544673278342,-11.934888260937742,LP  198-260,,,Main sequence
Gaia DR3 4303735493232528640,298.01276545783395,11.626838524252257,37.002666811035404,27.025079168125455,-344.04204865139036,-334.6001305867717,-20.56036949157715,5.9979544,0.82430935,6.1517663,3.839119494274991,5634.525390625,1.0061132907867432,10.61030387878418,native_gaia,Gaia,50.32291524649035,-7.814933941361863,17.09418163181194,20.606805134113145,-3.6747027834588093,5758.74875164032,255,241,233,#FFF1E9,1.1065231417596164,33.964881495050676,-51.661452035509065,19.50361588335573,HD 187923,,G0V,Main sequence
Gaia DR3 5320952798822552064,123.85501687347556,-52.060550206237615,37.00138228818621,27.026017358256365,-5.8167733430975375,-56.683490567532004,11.874741554260254,6.4833074,0.7478013,6.6143003,4.324397104764545,5849.4833984375,1.0078990459442139,7.336705684661865,native_gaia,Gaia,267.3515486754332,-9.413654617812197,-1.2319936102007865,-26.63358463187368,-4.4204044667904485,6010.912049033425,255,244,241,#FFF4F1,1.044308063491725,5.201583879211591,-11.224172396730399,-6.4236981558195545,HD  69655,,G1V,Main sequence
Gaia DR3 6912276699251278848,315.1412210744957,-4.730873757763143,36.9970633173991,27.029172327029443,48.79497114152116,-138.18013620609094,-17.48724937438965,6.0636535,0.7795558,6.203859,3.90448973324974,5801.7255859375,1.022143840789795,9.240311622619629,native_gaia,Gaia,44.29356385871802,-30.751500710829664,16.626421215502397,16.221399004391778,-13.820437351591421,5905.833542563699,255,243,238,#FFF3EE,1.098142341891059,-7.1754750752944805,-24.43724071124384,-3.1144330100064623,*  11 Aqr,,G1V,Main sequence
Gaia DR3 2276854389443899264,313.14284174994606,73.27647111006809,36.9940297497581,27.031388760953757,275.33527017739686,212.55915251522276,,14.967464,3.3881636,16.866629,12.808122654390704,2981.973388671875,,,native_gaia,Gaia,107.7939103427641,17.911864585363514,-7.860246301968149,24.490743505412848,8.3136026468849,3034.208509657118,255,187,113,#FFBB71,0.16767509382437182,,,,LP   47-14,,,Main sequence
Gaia DR3 2302731288228467328,283.6951932196188,84.49784673572127,36.99046784881676,27.03399167826388,86.97493033001902,330.52592034362397,,18.31307,4.407032,21.244165,16.15351941838625,,,,native_gaia,Gaia,116.75968058537212,26.913078574931397,-10.853734393603684,21.524365504756684,12.236619034324214,2623.2419967651367,255,170,81,#FFAA51,0.08846480581613751,,,,2MASS J18544597+8429470,,M9,Main sequence
HIP 12390,39.8917572474915,-11.873206184990915,36.9900016784668,27.034332275390625,172.00999450683594,-236.30999755859375,,4.720796,0.600791,4.83,2.56121826171875,,,,transformed_from_johnson,Hipparcos,187.1991623907958,-60.4137826312481,-13.242507273848451,-1.6727210310455167,-23.509426344141115,6497.382583618164,255,249,254,#FFF9FE,1.3666419396033653,,,,* eps Cet,,F5V,Main sequence
Gaia DR3 4624811167903386240,79.29715542949198,-77.10113328740225,36.98992631326647,27.034387458115834,-358.3428656583458,-4.816362639329066,21.419639587402344,12.662474,2.3251896,13.642781,10.502891009432716,3208.234619140625,,,native_gaia,Gaia,289.0321212091521,-31.593956154629225,7.509196533522091,-21.768637587833886,-14.1632090370091,3519.9241638183594,255,200,140,#FFC88C,0.3596819889624012,11.511855991603154,8.94773294717416,-48.534339970272434,2MASS J05171315-7706040,,M,Main sequence
Gaia DR3 5819620663931940736,239.12587695753234,-69.09351420424039,36.988199846214236,27.035649319450474,97.01803724614847,-85.86943478991215,17.631671905517578,14.112742,3.010336,15.6616955,11.953058401231644,,,,native_gaia,Gaia,318.2107515501303,-11.912288128427692,19.723705139002362,-17.62836889406896,-5.580537594946992,3168.5472276475693,255,190,119,#FFBE77,0.21828591191378494,11.753976071980276,-7.637062261804787,-19.751285177307707,UPM J1556-6905,,,Main sequence
Gaia DR3 2617375820624665216,330.9450741397682,-9.644749984492863,36.987525564275046,27.036142178861105,154.78142265274235,8.70121683762733,1.7076208591461182,14.025378,3.0347385,15.596251,11.865654618911364,3097.287841796875,,,native_gaia,Gaia,48.65579239196472,-46.82882635359961,12.219162015848566,13.887155824291673,-19.71780836345353,3159.8707411024307,255,190,119,#FFBE77,0.22440417667620452,-15.364789282595982,-1.1340957400773297,-12.66173651650545,UCAC4 402-128582,,,Main sequence
Gaia DR3 2117279002732678656,281.1456793793539,43.833266539954586,36.98645728556653,27.036923062924348,-105.53522363587646,-1.904533710789788,-45.62107849121094,7.327226,0.97002554,7.530306,5.167439835969162,5270.85595703125,,,native_gaia,Gaia,73.0024568132821,19.572379573697106,7.447038034557199,24.361899996870896,9.057298811721449,5310.671466350555,255,235,219,#FFEBDB,0.9101012344634044,-9.32556128926542,-46.54323479793987,-3.3259527534269946,HD 173701,,G8V,Main sequence
